address,name,rssi,txPower,isConnectable,local_x,local_y,local_z,latitude,longitude,timestamp,rawData
33:E0:D2:E6:63:CC,,-73,127,False,0,-0.45,0,39.7221717834473,-105.182632446289,0.0199999921023846,33:E0:D2:E6:63:CC||-73|127|false|UNKNOWN|1|0|255|0|76:CQYDo8CoDGo=|||26|AgEaC/9MAAkGA6PAqAxqAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=|393888100
10:8E:A5:CB:88:DB,,-50,127,False,0,-0.45,0,39.7221717834473,-105.182632446289,0.0199999921023846,10:8E:A5:CB:88:DB||-50|127|false|UNKNOWN|1|0|255|0|6:AQkgIhVYaja5w8Q0/0kfgFC96Yg8eBNmFsII||||Hv8GAAEJICIVWGo2ucPENP9JH4BQvemIPHgTZhbCCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=|393888137
24:FC:E5:B8:A4:6B,[TV] Samsung 8 Series (75),-69,127,False,0,-0.45,0,39.7221717834473,-105.182632446289,0.0199999921023846,24:FC:E5:B8:A4:6B|[TV] Samsung 8 Series (75)|-69|127|false|DUAL|1|0|255|0|117:QgQBgGAk/OW4pGsm/OW4pGoBAAAAAAAA||||G/91AEIEAYBgJPzluKRrJvzluKRqAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=|393888178
24:FC:E5:B8:A4:6B,[TV] Samsung 8 Series (75),-66,127,False,0,-0.45,0,39.7221717834473,-105.182632446289,0.0199999921023846,24:FC:E5:B8:A4:6B|[TV] Samsung 8 Series (75)|-66|127|false|DUAL|1|0|255|0|117:QgQBgGAk/OW4pGsm/OW4pGoBAAAAAAAA||||G/91AEIEAYBgJPzluKRrJvzluKRqAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=|393888179
D5:6F:60:26:FC:24,,-54,127,True,0,-0.45,0,39.7221717834473,-105.182632446289,0.0199999921023846,D5:6F:60:26:FC:24||-54|127|true|UNKNOWN|1|0|255|0|76:EhkguFE0end8d3jhQ2un0NP3B46xks8DRQJ8||||Hv9MABIZILhRNHp3fHd44UNrp9DT9weOsZLPA0UCfAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=|393888207
33:E0:D2:E6:63:CC,,-71,127,False,0,-0.45,0,39.7221717834473,-105.182632446289,0.0199999921023846,33:E0:D2:E6:63:CC||-71|127|false|UNKNOWN|1|0|255|0|76:CQYDo8CoDGo=|||26|AgEaC/9MAAkGA6PAqAxqAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=|393888283
24:FC:E5:B8:A4:6B,[TV] Samsung 8 Series (75),-70,127,False,0,-0.45,0,39.7221717834473,-105.182632446289,0.319970607757568,24:FC:E5:B8:A4:6B|[TV] Samsung 8 Series (75)|-70|127|false|DUAL|1|0|255|0|117:QgQBgGAk/OW4pGsm/OW4pGoBAAAAAAAA||||G/91AEIEAYBgJPzluKRrJvzluKRqAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=|393888340
10:8E:A5:CB:88:DB,,-60,127,False,0,-0.45,0,39.7221717834473,-105.182632446289,0.319970607757568,10:8E:A5:CB:88:DB||-60|127|false|UNKNOWN|1|0|255|0|6:AQkgIhVYaja5w8Q0/0kfgFC96Yg8eBNmFsII||||Hv8GAAEJICIVWGo2ucPENP9JH4BQvemIPHgTZhbCCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=|393888352
10:8E:A5:CB:88:DB,,-54,127,False,0,-0.45,0,39.7221717834473,-105.182632446289,0.319970607757568,10:8E:A5:CB:88:DB||-54|127|false|UNKNOWN|1|0|255|0|6:AQkgIhVYaja5w8Q0/0kfgFC96Yg8eBNmFsII||||Hv8GAAEJICIVWGo2ucPENP9JH4BQvemIPHgTZhbCCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=|393888452
24:FC:E5:B8:A4:6B,[TV] Samsung 8 Series (75),-74,127,False,0,-0.45,0,39.7221717834473,-105.182632446289,0.319970607757568,24:FC:E5:B8:A4:6B|[TV] Samsung 8 Series (75)|-74|127|false|DUAL|1|0|255|0|117:QgQBgGAk/OW4pGsm/OW4pGoBAAAAAAAA||||G/91AEIEAYBgJPzluKRrJvzluKRqAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=|393888453
